Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
988,Divinity,Series,2002,Role-Playing,CDV Software Entertainment  ,Larian Studios  ,,,,,,,
989,Far Cry 5,PS4,2018,Action,Ubisoft  ,Ubisoft  ,7.9,,1.44,1.73,0.15,0.62,3.95
990,Battlefield 4,PS4,2013,Shooter,Electronic Arts  ,EA DICE  ,8.3,,1.4,1.74,0.19,0.62,3.94
991,Assassin's Creed IV: Black Flag,PS3,2013,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.7,,1.34,1.86,0.13,0.62,3.94
992,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games  ,CyberConnect2  ,,,0.71,0.47,0.12,0.24,1.54
993,Dark Souls II,All,2014,Role-Playing,Bandai Namco Games  ,From Software  ,,,,,,,
994,Half-Life 2: Episode One,PC,2006,Shooter,Electronic Arts  ,Valve Software  ,8.7,,,0.0,,0.0,0.0
995,Donkey Kong Land,GB,1995,Platform,Nintendo  ,Rare Ltd.  ,,,1.97,0.76,1.07,0.11,3.91
996,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo  ,Plato  ,,,,0.99,2.32,0.02,3.33
997,The Legend of Zelda: Skyward Sword HD,NS,2021,Action-Adventure,Nintendo  ,Nintendo  ,,6.0,,,,,
998,Dragon Quest III,NES,1992,Role-Playing,Enix  ,ChunSoft  ,,8.0,0.1,,3.77,0.0,3.87
999,Okami,Series,2006,Action-Adventure,Capcom  ,Clover Studio  ,,,,,,,
1000,Tony Hawk's Underground,PS2,2003,Sports,Activision  ,Neversoft Entertainment  ,8.7,,2.29,1.17,0.01,0.42,3.9
1001,Just Dance 2014,Wii,2013,Music,Ubisoft  ,Ubisoft Paris  ,7.4,,1.91,1.66,,0.33,3.89
1002,Professor Layton and the Diabolical Box,DS,2009,Adventure,Nintendo  ,Level 5  ,8.5,,0.9,1.76,0.92,0.37,3.95
1003,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,7.6,,2.15,1.13,0.1,0.5,3.88
1004,Final Fantasy III,All,1990,Role-Playing,Square  ,Square  ,,,,,,,
1005,World Soccer Winning Eleven 8 International,PS2,2005,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,9.3,,0.16,1.89,1.12,0.68,3.85
1006,Namco Museum Vol.1,PS,1996,Misc,Namco  ,Namco  ,,,2.12,1.44,0.22,0.06,3.84
1007,Cyberpunk 2077,PS4,2020,Action-Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  ,,,,,,,
1008,The Legend of Zelda: Link's Awakening,GB,1993,Adventure,Nintendo  ,Nintendo EAD  ,,,2.21,0.96,0.54,0.13,3.83
1009,Resident Evil VII: Biohazard,PS4,2017,Action,Capcom  ,Capcom  ,8.6,,0.88,1.56,0.41,0.46,3.31
1010,Fire Emblem: Three Houses,NS,2019,Role-Playing,Nintendo  ,Intelligent Systems  ,,10.0,,,,,
1011,Final Fantasy VI,All,1994,Role-Playing,Square  ,Square  ,,,,,,,
1012,Homefront,Series,2011,Shooter,THQ  ,Kaos Studios  ,,,,,,,
1013,Monster Hunter Freedom Unite,PSP,2009,Role-Playing,Capcom  ,Capcom Production Studio 1  ,7.7,9.7,0.47,0.57,4.13,0.34,5.5
1014,Dragon Ball FighterZ,PS4,2018,Fighting,Namco Bandai Games  ,Arc System Works  ,,,0.61,0.51,0.12,0.23,1.46
1015,Super Mario Maker,3DS,2016,Platform,Nintendo  ,Nintendo  ,7.3,,0.78,1.04,1.25,0.16,3.23
1016,Gran Turismo Sport,PS4,2017,Racing,Sony Interactive Entertainment  ,Polyphony Digital  ,,,0.63,2.35,0.24,0.54,3.77
1017,LEGO Indiana Jones: The Original Adventures,X360,2008,Adventure,LucasArts  ,Traveller's Tales  ,7.5,,2.4,1.01,,0.36,3.76
1018,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts  ,Maxis  ,7.3,,2.03,1.56,,0.17,3.76
1019,Tomodachi Collection,DS,2009,Misc,Nintendo  ,Nintendo SPD Group No.1  ,,,,,3.67,,3.67
1020,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment  ,High Impact Games  ,8.5,,1.4,1.4,0.1,0.86,3.75
1021,Pokémon Trading Card Game,GB,2000,Strategy,Nintendo  ,Hudson Soft  ,8.3,,1.49,0.73,1.38,0.1,3.7
1022,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment  ,Insomniac Games  ,,,1.44,1.01,0.57,0.3,3.33
1023,FIFA 17,XOne,2016,Sports,Electronic Arts  ,EA Canada  ,8.8,,1.04,2.4,,0.27,3.71
1024,Hitman 2: Silent Assassin,All,2002,Action-Adventure,Eidos Interactive  ,IO Interactive  ,,,,,,,
1025,FIFA Soccer 2005,PS2,2004,Sports,EA Sports  ,EA Canada  ,8.4,,0.58,2.48,0.04,0.59,3.7
1026,Diablo III: Reaper of Souls,PC,2014,Action,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,
1027,World of Warcraft: Shadowlands,PC,2020,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,
1028,The Legend of Zelda: Skyward Sword,Wii,2011,Adventure,Nintendo  ,Nintendo EAD  ,9.4,,2.03,1.18,0.37,0.39,3.96
1029,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision  ,Neversoft Entertainment  ,9.6,,2.13,1.18,0.01,0.35,3.67
1030,Midnight Club 3: DUB Edition,PSP,2005,Racing,Rockstar Games  ,Rockstar Leeds  ,7.2,,1.65,1.22,,0.79,3.66
1031,MySims,DS,2007,Simulation,Electronic Arts  ,EA Redwood Shores  ,6.7,,1.58,1.6,0.08,0.4,3.66
1032,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games  ,From Software  ,,,1.0,0.63,0.44,0.34,2.42
1033,Banjo-Kazooie,N64,1998,Platform,Nintendo  ,Rare Ltd.  ,9.3,9.4,1.87,1.13,0.55,0.1,3.65
1034,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,8.0,,2.53,0.81,0.06,0.24,3.65
1035,Battlefield 4,PS3,2013,Shooter,Electronic Arts  ,EA DICE  ,8.7,,1.31,1.5,0.27,0.55,3.64
1036,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment  ,Naughty Dog  ,9.0,8.9,2.08,1.09,0.15,0.33,3.64
1037,1-2-Switch,NS,2017,Party,Nintendo  ,Nintendo EPD  ,5.7,,0.62,1.2,0.5,0.15,2.46
1038,Pokémon Snap,N64,1999,Simulation,Nintendo  ,HAL Laboratory  ,7.9,,2.23,0.68,0.66,0.06,3.63
1039,Pro Evolution Soccer 2008,PS2,2008,Sports,Konami  ,Konami  ,8.2,,0.05,0.0,0.64,2.93,3.63
1040,FIFA Soccer 10,PS3,2009,Sports,EA Sports  ,EA Canada  ,9.0,,0.6,2.46,0.05,0.52,3.63
1041,Guitar Hero: World Tour,Wii,2008,Misc,Activision  ,Vicarious Visions  ,8.4,,2.32,0.96,,0.34,3.62
1042,Star Wars Battlefront,PS2,2004,Shooter,LucasArts  ,Pandemic Studios  ,8.1,,1.93,1.22,0.03,0.44,3.61
1043,Doom II,PC,1994,Shooter,GT Interactive  ,id Software  ,9.3,,2.05,1.4,,0.16,3.61
1044,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts  ,Radical Entertainment  ,6.1,,2.02,1.17,,0.42,3.61
1045,BattleBlock Theater,PC,2014,Platform,The Behemoth  ,The Behemoth  ,,,,,,,
1046,Army of Two,Series,2008,Shooter,Electronic Arts  ,EA Montreal  ,,,,,,,
1047,Guitar Hero: Aerosmith,All,2008,Music,Activision  ,Neversoft  ,,,,,,,
1048,Hitman: Absolution,All,2012,Action-Adventure,Square Enix  ,IO Interactive  ,,,,,,,
1049,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami  ,KCEJ / Kojima Productions  ,9.0,,1.46,0.0,0.83,1.93,4.23
1050,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft  ,Ubisoft Quebec  ,8.6,,0.9,2.06,0.08,0.55,3.6
1051,Star Wars Battlefront II,PS2,2005,Shooter,LucasArts  ,Pandemic Studios  ,8.5,,2.18,1.02,0.03,0.37,3.59
1052,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft  ,Ubisoft Montreal  ,,,2.34,0.9,0.0,0.34,3.58
1053,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,Majesco  ,Office Create  ,6.9,,1.6,1.49,0.1,0.39,3.58
1054,Undertale,PC,2015,Role-Playing,Toby Fox  ,Toby Fox  ,,,,,,,
1055,WWF SmackDown!,PS,2000,Fighting,THQ  ,Yuke's  ,,,2.01,1.35,0.06,0.16,3.58
1056,Battlefield 4,X360,2013,Shooter,Electronic Arts  ,EA DICE  ,8.7,,2.16,1.05,0.02,0.32,3.54
1057,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Rockstar Games  ,Rockstar Leeds  ,8.3,,1.56,1.4,0.07,0.5,3.54
1058,The Getaway,PS2,2003,Action,Sony Computer Entertainment  ,Team Soho  ,7.7,,1.23,1.77,0.05,0.49,3.54
1059,Tomb Raider III: Adventures of Lara Croft,PS,1998,Adventure,Eidos Interactive  ,Core Design Ltd.  ,8.2,,1.66,1.58,0.12,0.18,3.54
1060,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9.1,,2.24,0.95,0.02,0.33,3.54
1061,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,2.87,0.39,0.03,0.25,3.53
1062,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts  ,EA Redwood Shores  ,,,1.9,1.13,0.1,0.41,3.53
1063,Jump Force,PS4,2019,Fighting,Bandai Namco Entertainment  ,Spike Chunsoft  ,,,,,,,
1064,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive  ,Traveller's Tales  ,7.9,,1.98,1.14,0.01,0.41,3.53
1065,Resident Evil 5,X360,2009,Action,Capcom  ,Capcom  ,8.6,,2.13,0.93,0.12,0.34,3.53
1066,Rugrats in Paris: The Movie,PS,2000,Action,THQ  ,Avalanche Software  ,,,1.96,1.33,,0.23,3.52
1067,NBA 2K17,PS4,2016,Sports,2K Sports  ,Visual Concepts  ,9.0,,2.28,0.59,0.03,0.63,3.52
1068,FIFA Soccer 11,X360,2010,Sports,EA Sports  ,EA Canada  ,8.7,,0.71,2.39,0.02,0.4,3.52
1069,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo  ,Nintendo EAD  ,6.6,,0.71,1.1,1.45,0.15,3.41
1070,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo  ,Rare Ltd.  ,8.8,,1.17,0.5,1.75,0.08,3.51
1071,A Way Out,Series,2018,Action-Adventure,Electronic Arts  ,Hazelight  ,,,,,,,
1072,A Way Out,All,2018,Action-Adventure,Electronic Arts  ,Hazelight  ,,,,,,,
1073,Captain Toad: Treasure Tracker,All,2014,Puzzle,Nintendo  ,Nintendo  ,,,,,,,
1074,Doom,All,1993,Shooter,id Software  ,id Software  ,,,,,,,
1075,Doom 3,All,2004,Shooter,Activision  ,id Software  ,,,,,,,
1076,Drawn to Life,Series,2007,Action-Adventure,THQ  ,5th Cell  ,,,,,,,
1077,Duke Nukem 3D,All,1996,Shooter,FormGen  ,3D Realms  ,,,,,,,
1078,Elite Dangerous,All,2014,Simulation,Frontier Developments  ,Frontier Developments  ,,,,,,,
1079,Fable II,X360,2008,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,9.0,9.3,2.51,1.24,0.11,0.41,4.28
1080,Grand Theft Auto,All,1998,Action-Adventure,ASC Games  ,DMA Design  ,,,,,,,
1081,Kung Fu,NES,1985,Action,Nintendo  ,Irem Software Engineering  ,,,1.64,0.38,1.42,0.06,3.5
1082,Legacy of Kain,Series,1996,Action-Adventure,Crystal Dynamics  ,Silicon Knights  ,,,,,,,
1083,Mario Tennis,All,2000,Sports,Nintendo  ,Camelot Software Planning  ,,,,,,,
1084,"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!",NS,2020,Party,Konami  ,Konami  ,,,,,,,
1085,Mortal Kombat: Deadly Alliance,All,2002,Fighting,Midway Games  ,Midway Games  ,,,,,,,
1086,Nioh,All,2017,Action,Koei Tecmo  ,Team Ninja  ,,,,,,,
1087,Resident Evil 3: Nemesis,PS,1999,Action,Capcom  ,Capcom  ,9.4,,1.3,0.77,1.54,0.11,3.72
1088,Sonic Frontiers,All,2022,Platform,Sega  ,Sonic Team  ,,,,,,,
1089,UFC 2009 Undisputed,All,2009,Fighting,THQ  ,THQ  ,,,,,,,
1090,World of Warcraft: The Burning Crusade,PC,2007,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,9.2,,2.57,1.52,,,4.09
1091,WWE SmackDown vs. Raw 2010,All,2009,Sports,THQ  ,THQ  ,,,,,,,
1092,WWE SmackDown vs. Raw 2011,All,2010,Sports,THQ  ,THQ  ,,,,,,,
1093,Final Fantasy IV,All,1991,Role-Playing,Square  ,Square  ,,,,,,,
1094,Monument Valley 2,All,2017,Puzzle,Ustwo Games  ,Ustwo Games  ,,,,,,,
1095,FIFA Soccer 2004,PS2,2003,Sports,EA Sports  ,EA Canada  ,8.0,,0.59,2.36,0.04,0.51,3.49
1096,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2006,Role-Playing,Nintendo  ,ChunSoft  ,6.3,,1.15,0.05,0.83,,2.03
1097,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,1.94,0.94,,0.61,3.49
1098,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts  ,EA Digital Illusions CE  ,9.0,9.3,2.11,1.01,0.04,0.33,3.48
1099,Darksiders,All,2010,Action-Adventure,THQ  ,Vigil Games  ,,,,,,,
1100,Borderlands,X360,2009,Shooter,2K Games  ,Gearbox Software  ,8.3,,2.43,0.72,0.03,0.3,3.48
1101,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega  ,Sega  ,7.6,,1.21,1.63,0.27,0.37,3.47
1102,Dying Light,PC,2016,Action,Warner Bros. Interactive Entertainment  ,Techland  ,,,0.16,0.06,,0.02,0.24
1103,Guitar Hero: On Tour,DS,2008,Misc,Activision  ,Vicarious Visions  ,7.1,8.1,2.1,1.01,0.01,0.35,3.46
1104,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari  ,Dimps Corporation  ,,,2.17,0.28,0.55,0.08,3.09
1105,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment  ,Insomniac Games  ,8.7,,2.14,1.21,0.01,0.17,3.52
1106,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Studios  ,343 Industries  ,,,2.06,1.04,0.03,0.31,3.44
1107,Star Ocean,Series,1996,Role-Playing,Enix  ,tri-Ace  ,,,,,,,
1108,LEGO Batman: The Videogame,X360,2008,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.5,,2.07,1.04,,0.34,3.44
1109,Tekken 4,PS2,2002,Fighting,Namco  ,Namco  ,7.9,,1.55,1.27,0.33,0.29,3.44
1110,FIFA 14,PS4,2013,Sports,EA Sports  ,EA Canada  ,,,0.62,2.18,0.12,0.51,3.43
1111,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action-Adventure,Nintendo  ,GREZZO  ,9.0,,1.2,0.64,0.48,0.18,2.5
1112,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment  ,Media Molecule  ,9.1,,1.83,1.07,0.06,0.47,3.43
1113,Grand Theft Auto 2,PS,1999,Action,Rockstar Games  ,DMA Design  ,6.9,,1.13,2.07,,0.22,3.42
1114,Destiny,XOne,2014,Shooter,Activision  ,Bungie  ,8.3,,2.17,0.92,,0.32,3.41
1115,Spider-Man 2,PS2,2004,Action,Activision  ,Treyarch  ,7.9,,1.75,1.2,0.02,0.43,3.41
1116,F-1 Race,GB,1991,Racing,Nintendo  ,Nintendo  ,,,1.73,0.69,0.59,0.4,3.41
1117,Lego Batman 2: DC Super Heroes,All,2012,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,,,,,
1118,Lego Star Wars: The Complete Saga,All,2007,Action-Adventure,LucasArts  ,TT Fusion  ,,,,,,,
1119,Saints Row 2,All,2008,Action-Adventure,THQ  ,Volition  ,,,,,,,
1120,SimCity 2000,All,1993,Simulation,Maxis  ,Maxis  ,,,,,,,
1121,World of Warcraft: Battle for Azeroth,PC,2018,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,0.06,,0.0,0.07
1122,FIFA Soccer 2003,PS2,2002,Sports,EA Sports  ,EA Canada  ,,,0.46,2.28,0.05,0.61,3.4
1123,Spintires,Series,2014,Simulation,IMGN PRO  ,Saber Interactive  ,,,,,,,
1124,Crash Bash,PS,2000,Misc,Sony Computer Entertainment  ,Eurocom Entertainment Software  ,6.8,,1.56,1.47,0.19,0.17,3.39
1125,Gears of War 4,XOne,2016,Shooter,Microsoft Studios  ,The Coalition  ,,,2.17,0.9,,0.32,3.38
1126,Mario Baseball,Series,2005,Sports,Nintendo  ,Namco  ,,,,,,,
1127,Tekken: Dark Resurrection,PSP,2006,Fighting,Namco Bandai  ,8ing/Raizing  ,8.7,,0.76,1.1,0.12,0.65,2.62
1128,The Elder Scrolls V: Skyrim Special Edition,PS4,2016,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.3,,1.24,1.5,0.08,0.54,3.36
1129,Watch Dogs 2,PS4,2016,Action,Ubisoft  ,Ubisoft  ,,,0.98,1.74,0.12,0.52,3.36
1130,The Legend of Zelda: Majora's Mask,N64,2000,Adventure,Nintendo  ,Nintendo EAD  ,9.3,,1.9,0.67,0.73,0.06,3.36
1131,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment  ,Iguana Entertainment  ,,,2.47,0.76,,0.13,3.36
1132,Yoshi's Island DS,DS,2006,Platform,Nintendo  ,Artoon  ,8.2,,1.45,0.07,1.1,0.15,2.77
1133,Final Fantasy XIII-2,All,2012,Role-Playing,Square Enix  ,Square  ,,,,,,,
1134,Assassin's Creed IV: Black Flag,X360,2013,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.5,,1.9,1.14,0.01,0.3,3.34
1135,NBA 2K18,PS4,2017,Sports,2K Sports  ,Visual Concepts  ,8.1,,2.13,0.57,0.04,0.59,3.34
1136,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo  ,Nintendo EAD  ,7.1,,1.05,1.91,0.41,0.42,3.79
1137,Paper Mario: The Origami King,NS,2020,Action-Adventure,Nintendo  ,Intelligent Systems  ,,9.0,,,,,
1138,Luigi's Mansion,GC,2001,Action,Nintendo  ,Nintendo EAD  ,7.9,,2.38,0.67,0.46,0.1,3.6
1139,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts  ,Eurocom Entertainment Software  ,,,1.45,1.29,0.12,0.46,3.33
1140,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts  ,The Collective  ,,,1.47,1.39,0.03,0.43,3.32
1141,Max Payne,PS2,2001,Shooter,Rockstar Games  ,Remedy Entertainment  ,8.1,,1.99,1.05,0.05,0.22,3.31
1142,Madden NFL 16,PS4,2015,Sports,EA Sports  ,EA Tiburon  ,8.2,,2.39,0.31,,0.61,3.3
1143,Breath of Fire,Series,1994,Role-Playing,Capcom  ,Capcom  ,,,,,,,
1144,Commandos,Series,1998,Strategy,Eidos Interactive  ,Pyro Studios  ,,,,,,,
1145,Dead Rising 3,XOne,2013,Action,Microsoft Studios  ,Capcom  ,,,1.06,0.4,0.01,0.15,1.63
1146,World of Warcraft: Legion,PC,2016,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.17,0.27,,0.04,0.48
1147,World of Warcraft: Warlords of Draenor,PC,2014,MMO,Activision Blizzard  ,Blizzard Entertainment  ,,,0.08,0.36,,0.03,0.47
1148,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games  ,From Software  ,,,,0.11,,0.01,0.11
1149,Dark Souls: Prepare to Die Edition,PC,2012,Role-Playing,Namco Bandai Games  ,From Software  ,,,,0.06,,0.0,0.07
1150,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",8.4,,1.5,1.28,0.05,0.46,3.28
1151,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment  ,Insomniac Games  ,9.1,,1.93,1.58,,0.19,3.71
1152,Half-Life 2: Episode Two,PC,2007,Shooter,Valve Software  ,Valve Corporation  ,9.1,,,,,,
1153,The Room Two,All,2013,Puzzle,Fireproof Games  ,Fireproof Games  ,,,,,,,
1154,Madden NFL 17,PS4,2016,Sports,EA Sports  ,EA Tiburon  ,8.5,,2.3,0.37,,0.6,3.28
1155,True Crime: Streets of LA,PS2,2003,Action,Activision  ,Luxoflux  ,,,1.89,1.05,0.02,0.31,3.27
1156,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,,,0.51,1.59,0.31,0.86,3.27
1157,Far Cry 3,PS3,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.88,1.79,0.1,0.5,3.27
1158,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment  ,Ready at Dawn  ,8.9,9.5,1.48,1.0,0.04,0.66,3.19
1159,FIFA 16,XOne,2015,Sports,EA Sports  ,EA Canada  ,8.5,,0.92,2.1,,0.24,3.25
1160,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo  ,Bandai Namco Games  ,6.1,,0.86,1.56,1.05,0.35,3.83
1161,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment  ,Insomniac Games  ,9.1,,1.31,0.74,0.31,0.22,2.57
1162,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts  ,Black Ops Entertainment  ,6.2,,1.72,1.33,,0.16,3.21
1163,L.A. Noire,PS3,2011,Adventure,Rockstar Games  ,Team Bondi  ,9.1,,1.29,1.31,0.12,0.49,3.21
1164,Alan Wake,All,2010,Action-Adventure,Microsoft Game Studios  ,Remedy Entertainment  ,,,,,,,
1165,Baseball,NES,1985,Sports,Nintendo  ,Nintendo  ,,,0.73,0.1,2.35,0.02,3.2
1166,Dragon Age: Origins,All,2009,Role-Playing,Electronic Arts  ,BioWare  ,,,,,,,
1167,Dragon Quest IV,NES,1992,Role-Playing,Enix  ,ChunSoft  ,,,0.08,,3.03,0.01,3.12
1168,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix  ,Heart Beat  ,,,,,3.19,0.0,3.19
1169,Final Fight,Series,1989,Action,Capcom  ,Capcom  ,,,,,,,
1170,Killer Instinct,SNES,1995,Fighting,Nintendo  ,Rare Ltd.  ,,,2.26,0.72,0.12,0.1,3.2
1171,Lego Star Wars: The Skywalker Saga,All,2022,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Games  ,,,,,,,
1172,Perfect Dark,N64,2000,Shooter,Rare  ,Rare Ltd.  ,9.7,,1.55,0.75,0.16,0.06,2.52
1173,Star Wars: Knights of the Old Republic,All,2003,Role-Playing,LucasArts  ,BioWare  ,,,,,,,
1174,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ  ,Yuke's  ,8.7,,1.76,1.21,0.07,0.16,3.2
1175,Assassin's Creed IV: Black Flag,PS4,2013,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.3,,1.07,1.55,0.06,0.51,3.19
1176,Front Mission,Series,2000,Role-Playing,Square  ,G-Craft  ,,,,,,,
1177,Personal Trainer: Cooking,DS,2008,Misc,Nintendo  ,Nintendo EAD  ,8.4,,0.91,1.01,1.03,0.17,3.13
1178,SimCity,All,1989,Simulation,Maxis  ,Maxis  ,,,,,,,
1179,Enter the Matrix,PS2,2003,Action,Atari  ,Shiny Entertainment  ,,,1.78,1.12,0.09,0.19,3.18
1180,Assassin's Creed Odyssey,PS4,2018,Action-Adventure,Ubisoft  ,Ubisoft Quebec  ,9.5,,1.18,1.4,0.09,0.51,3.18
1181,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.2,,1.54,1.04,0.1,0.49,3.17
1182,Sonic Heroes,PS2,2004,Platform,Sega  ,Sonic Team  ,6.6,,1.04,1.37,0.06,0.49,2.96
1183,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios  ,1st Playable Productions  ,7.0,,1.87,0.97,,0.3,3.14
1184,FIFA Soccer 08,PS2,2007,Sports,EA Sports  ,EA Canada  ,,,0.68,0.0,,2.46,3.14
1185,FIFA 18,XOne,2017,Sports,EA Sports  ,EA Vancouver  ,8.0,,0.98,1.92,,0.23,3.14
1186,Spider-Man,PS,2000,Action,Activision  ,Neversoft Entertainment  ,,,1.7,1.25,0.02,0.16,3.13
1187,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts  ,EA Canada  ,,,2.14,0.86,,0.13,3.12
1188,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Bethesda Softworks  ,4J Studios  ,9.3,,1.69,0.86,0.14,0.44,3.12
1189,Kid Icarus,Series,1987,Platform,Nintendo  ,Nintendo  ,,,,,,,
1190,Star Wars Episode I Racer,N64,1999,Racing,LucasArts  ,LucasArts  ,8.7,,2.31,0.62,0.14,0.04,3.12
1191,Tekken 6,PS3,2009,Fighting,Namco Bandai  ,Namco Bandai Games  ,7.9,,1.2,0.97,0.17,0.42,2.77
1192,Yoshi,GB,1992,Puzzle,Nintendo  ,Game Freak  ,,,1.57,0.62,0.73,,2.92
1193,Resident Evil 6,PS3,2012,Action,Capcom  ,Capcom  ,,,0.88,0.97,0.88,0.39,3.12
1194,Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,Ubisoft  ,Ubisoft Paris  ,7.0,,1.07,1.35,0.22,0.47,3.12
1195,NBA 2K13,X360,2012,Sports,2K Sports  ,Visual Concepts  ,8.6,,2.62,0.21,0.01,0.28,3.11
1196,Titanfall,XOne,2014,Shooter,Electronic Arts  ,Respawn Entertainment  ,,,1.88,0.91,0.04,0.28,3.11
1197,Mario Party 9,Wii,2012,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",6.5,,1.06,1.15,0.77,0.22,3.2
1198,Bravely,Series,2014,Role-Playing,Nintendo  ,Silicon Studio  ,,,,,,,
1199,Dead Rising,All,2006,Action,Capcom  ,Capcom  ,,,,,,,
1200,Dead Rising 2,All,2010,Action-Adventure,Capcom  ,Blue Castle Games  ,,,,,,,
1201,Parasite Eve,Series,1998,Role-Playing,Square  ,Square  ,,,,,,,
1202,Quake,Series,1996,Shooter,GT Interactive  ,id Software  ,,,,,,,
1203,Resident Evil: Revelations 2,All,2015,Action-Adventure,Capcom  ,Capcom  ,,,,,,,
1204,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,9.5,8.9,1.99,0.81,0.03,0.27,3.1
1205,Sacred,Series,2004,Role-Playing,Encore  ,Ascaron  ,,,,,,,
1206,Madden NFL 2002,PS2,2001,Sports,EA Sports  ,EA Sports  ,,,2.5,0.16,0.01,0.42,3.08
1207,World Class Track Meet,NES,1987,Sports,Bandai  ,Bandai  ,,,1.92,0.45,0.64,0.07,3.08
